"","species","zone","year","sampled","monitoring"
"5891","long tailed jaeger","2x1km plot",2003,"no","systematic"
"5892","long tailed jaeger","2x1km plot",2004,"no","systematic"
"5893","long tailed jaeger","2x1km plot",2005,"no","systematic"
"5894","long tailed jaeger","2x1km plot",2006,"no","systematic"
"5895","long tailed jaeger","2x1km plot",2007,"no","systematic"
"5896","long tailed jaeger","2x1km plot",2008,"no","systematic"
"5897","long tailed jaeger","2x1km plot",2009,"no","systematic"
"5898","long tailed jaeger","2x1km plot",2010,"no","systematic"
"5899","long tailed jaeger","2x1km plot",2011,"no","systematic"
"5900","long tailed jaeger","2x1km plot",2012,"no","systematic"
"5901","long tailed jaeger","2x1km plot",2013,"no","systematic"
"5902","long tailed jaeger","2x1km plot",2014,"no","systematic"
"5903","long tailed jaeger","2x1km plot",2015,"no","systematic"
"5904","long tailed jaeger","2x1km plot",2016,"no","systematic"
"5905","long tailed jaeger","2x1km plot",2017,"no","systematic"
"5906","long tailed jaeger","2x1km plot",2018,"no","systematic"
"5907","long tailed jaeger","2x1km plot",2019,"no","systematic"
"5908","long tailed jaeger","2x1km plot",2021,"no","systematic"
"5909","long tailed jaeger","2x1km plot",2022,"no","systematic"
"5910","long tailed jaeger","2x1km plot",2023,"no","systematic"
"5911","long tailed jaeger","4x2km plot",1993,"no","systematic"
"5912","long tailed jaeger","4x2km plot",1994,"no","systematic"
"5913","long tailed jaeger","4x2km plot",1995,"no","systematic"
"5914","long tailed jaeger","4x2km plot",1996,"no","systematic"
"5915","long tailed jaeger","4x2km plot",1997,"no","systematic"
"5916","long tailed jaeger","4x2km plot",1998,"no","systematic"
"5917","long tailed jaeger","4x2km plot",1999,"no","systematic"
"5918","long tailed jaeger","4x2km plot",2000,"no","systematic"
"5919","long tailed jaeger","4x2km plot",2001,"no","systematic"
"5920","long tailed jaeger","4x2km plot",2002,"no","systematic"
"5921","long tailed jaeger","4x2km plot",2003,"no","systematic"
"5922","long tailed jaeger","4x2km plot",2004,"no","systematic"
"5923","long tailed jaeger","4x2km plot",2005,"no","systematic"
"5924","long tailed jaeger","4x2km plot",2006,"no","systematic"
"5925","long tailed jaeger","4x2km plot",2007,"no","systematic"
"5926","long tailed jaeger","4x2km plot",2008,"no","systematic"
"5927","long tailed jaeger","4x2km plot",2009,"no","systematic"
"5928","long tailed jaeger","4x2km plot",2010,"no","systematic"
"5929","long tailed jaeger","4x2km plot",2011,"no","systematic"
"5930","long tailed jaeger","4x2km plot",2012,"no","systematic"
"5931","long tailed jaeger","4x2km plot",2013,"no","systematic"
"5932","long tailed jaeger","4x2km plot",2014,"no","systematic"
"5933","long tailed jaeger","4x2km plot",2015,"no","systematic"
"5934","long tailed jaeger","4x2km plot",2016,"no","systematic"
"5935","long tailed jaeger","4x2km plot",2017,"no","systematic"
"5936","long tailed jaeger","4x2km plot",2018,"no","systematic"
"5937","long tailed jaeger","4x2km plot",2019,"no","systematic"
"5938","long tailed jaeger","4x2km plot",2021,"no","systematic"
"5939","long tailed jaeger","4x2km plot",2022,"no","systematic"
"5940","long tailed jaeger","4x2km plot",2023,"no","systematic"
"5941","long tailed jaeger","black plateau",1993,"no","systematic"
"5942","long tailed jaeger","black plateau",1994,"no","systematic"
"5943","long tailed jaeger","black plateau",1995,"no","systematic"
"5944","long tailed jaeger","black plateau",1996,"no","systematic"
"5945","long tailed jaeger","black plateau",1997,"no","systematic"
"5946","long tailed jaeger","black plateau",1998,"no","systematic"
"5947","long tailed jaeger","black plateau",1999,"no","systematic"
"5948","long tailed jaeger","black plateau",2000,"no","systematic"
"5949","long tailed jaeger","black plateau",2001,"no","systematic"
"5950","long tailed jaeger","black plateau",2002,"no","systematic"
"5951","long tailed jaeger","black plateau",2003,"no","systematic"
"5952","long tailed jaeger","black plateau",2004,"no","systematic"
"5953","long tailed jaeger","black plateau",2005,"no","systematic"
"5954","long tailed jaeger","black plateau",2006,"no","systematic"
"5955","long tailed jaeger","black plateau",2007,"no","systematic"
"5956","long tailed jaeger","black plateau",2008,"no","systematic"
"5957","long tailed jaeger","black plateau",2009,"no","systematic"
"5958","long tailed jaeger","black plateau",2010,"no","systematic"
"5959","long tailed jaeger","black plateau",2011,"no","systematic"
"5960","long tailed jaeger","black plateau",2012,"no","systematic"
"5961","long tailed jaeger","black plateau",2013,"no","systematic"
"5962","long tailed jaeger","black plateau",2014,"no","systematic"
"5963","long tailed jaeger","black plateau",2015,"no","systematic"
"5964","long tailed jaeger","black plateau",2016,"no","systematic"
"5965","long tailed jaeger","black plateau",2017,"no","systematic"
"5966","long tailed jaeger","black plateau",2018,"no","systematic"
"5967","long tailed jaeger","black plateau",2019,"no","systematic"
"5968","long tailed jaeger","black plateau",2021,"no","systematic"
"5969","long tailed jaeger","black plateau",2022,"no","systematic"
"5970","long tailed jaeger","black plateau",2023,"no","systematic"
"5971","long tailed jaeger","camp 1",1993,"no","systematic"
"5972","long tailed jaeger","camp 1",1994,"no","systematic"
"5973","long tailed jaeger","camp 1",1995,"no","systematic"
"5974","long tailed jaeger","camp 1",1996,"no","systematic"
"5975","long tailed jaeger","camp 1",1997,"no","systematic"
"5976","long tailed jaeger","camp 1",1998,"no","systematic"
"5977","long tailed jaeger","camp 1",1999,"no","systematic"
"5978","long tailed jaeger","camp 1",2000,"no","systematic"
"5979","long tailed jaeger","camp 1",2001,"no","systematic"
"5980","long tailed jaeger","camp 1",2002,"no","systematic"
"5981","long tailed jaeger","camp 1",2003,"no","systematic"
"5982","long tailed jaeger","camp 1",2004,"yes","systematic"
"5983","long tailed jaeger","camp 1",2005,"yes","systematic"
"5984","long tailed jaeger","camp 1",2006,"yes","systematic"
"5985","long tailed jaeger","camp 1",2007,"yes","systematic"
"5986","long tailed jaeger","camp 1",2008,"yes","systematic"
"5987","long tailed jaeger","camp 1",2009,"yes","systematic"
"5988","long tailed jaeger","camp 1",2010,"yes","systematic"
"5989","long tailed jaeger","camp 1",2011,"yes","systematic"
"5990","long tailed jaeger","camp 1",2012,"yes","systematic"
"5991","long tailed jaeger","camp 1",2013,"yes","systematic"
"5992","long tailed jaeger","camp 1",2014,"yes","systematic"
"5993","long tailed jaeger","camp 1",2015,"yes","systematic"
"5994","long tailed jaeger","camp 1",2016,"yes","systematic"
"5995","long tailed jaeger","camp 1",2017,"yes","systematic"
"5996","long tailed jaeger","camp 1",2018,"yes","systematic"
"5997","long tailed jaeger","camp 1",2019,"yes","systematic"
"5998","long tailed jaeger","camp 1",2021,"no","systematic"
"5999","long tailed jaeger","camp 1",2022,"yes","systematic"
"6000","long tailed jaeger","camp 1",2023,"no","systematic"
"6001","long tailed jaeger","camp 2",1993,"no","systematic"
"6002","long tailed jaeger","camp 2",1994,"no","systematic"
"6003","long tailed jaeger","camp 2",1995,"no","systematic"
"6004","long tailed jaeger","camp 2",1996,"no","systematic"
"6005","long tailed jaeger","camp 2",1997,"no","systematic"
"6006","long tailed jaeger","camp 2",1998,"no","systematic"
"6007","long tailed jaeger","camp 2",1999,"no","systematic"
"6008","long tailed jaeger","camp 2",2000,"no","systematic"
"6009","long tailed jaeger","camp 2",2001,"no","systematic"
"6010","long tailed jaeger","camp 2",2002,"no","systematic"
"6011","long tailed jaeger","camp 2",2003,"no","systematic"
"6012","long tailed jaeger","camp 2",2004,"no","systematic"
"6013","long tailed jaeger","camp 2",2005,"no","systematic"
"6014","long tailed jaeger","camp 2",2006,"no","systematic"
"6015","long tailed jaeger","camp 2",2007,"no","systematic"
"6016","long tailed jaeger","camp 2",2008,"no","systematic"
"6017","long tailed jaeger","camp 2",2009,"no","systematic"
"6018","long tailed jaeger","camp 2",2010,"no","systematic"
"6019","long tailed jaeger","camp 2",2011,"no","systematic"
"6020","long tailed jaeger","camp 2",2012,"no","systematic"
"6021","long tailed jaeger","camp 2",2013,"no","systematic"
"6022","long tailed jaeger","camp 2",2014,"no","systematic"
"6023","long tailed jaeger","camp 2",2015,"no","systematic"
"6024","long tailed jaeger","camp 2",2016,"no","systematic"
"6025","long tailed jaeger","camp 2",2017,"no","systematic"
"6026","long tailed jaeger","camp 2",2018,"no","systematic"
"6027","long tailed jaeger","camp 2",2019,"no","systematic"
"6028","long tailed jaeger","camp 2",2021,"no","systematic"
"6029","long tailed jaeger","camp 2",2022,"no","systematic"
"6030","long tailed jaeger","camp 2",2023,"no","systematic"
"6031","long tailed jaeger","camp 3",1993,"no","systematic"
"6032","long tailed jaeger","camp 3",1994,"no","systematic"
"6033","long tailed jaeger","camp 3",1995,"no","systematic"
"6034","long tailed jaeger","camp 3",1996,"no","systematic"
"6035","long tailed jaeger","camp 3",1997,"no","systematic"
"6036","long tailed jaeger","camp 3",1998,"no","systematic"
"6037","long tailed jaeger","camp 3",1999,"no","systematic"
"6038","long tailed jaeger","camp 3",2000,"no","systematic"
"6039","long tailed jaeger","camp 3",2001,"no","systematic"
"6040","long tailed jaeger","camp 3",2002,"no","systematic"
"6041","long tailed jaeger","camp 3",2003,"no","systematic"
"6042","long tailed jaeger","camp 3",2004,"no","systematic"
"6043","long tailed jaeger","camp 3",2005,"no","systematic"
"6044","long tailed jaeger","camp 3",2006,"no","systematic"
"6045","long tailed jaeger","camp 3",2007,"no","systematic"
"6046","long tailed jaeger","camp 3",2008,"no","systematic"
"6047","long tailed jaeger","camp 3",2009,"no","systematic"
"6048","long tailed jaeger","camp 3",2010,"no","systematic"
"6049","long tailed jaeger","camp 3",2011,"no","systematic"
"6050","long tailed jaeger","camp 3",2012,"no","systematic"
"6051","long tailed jaeger","camp 3",2013,"no","systematic"
"6052","long tailed jaeger","camp 3",2014,"no","systematic"
"6053","long tailed jaeger","camp 3",2015,"no","systematic"
"6054","long tailed jaeger","camp 3",2016,"no","systematic"
"6055","long tailed jaeger","camp 3",2017,"no","systematic"
"6056","long tailed jaeger","camp 3",2018,"no","systematic"
"6057","long tailed jaeger","camp 3",2019,"no","systematic"
"6058","long tailed jaeger","camp 3",2021,"no","systematic"
"6059","long tailed jaeger","camp 3",2022,"no","systematic"
"6060","long tailed jaeger","camp 3",2023,"no","systematic"
"6061","long tailed jaeger","camp 3 plateau",1993,"no","systematic"
"6062","long tailed jaeger","camp 3 plateau",1994,"no","systematic"
"6063","long tailed jaeger","camp 3 plateau",1995,"no","systematic"
"6064","long tailed jaeger","camp 3 plateau",1996,"no","systematic"
"6065","long tailed jaeger","camp 3 plateau",1997,"no","systematic"
"6066","long tailed jaeger","camp 3 plateau",1998,"no","systematic"
"6067","long tailed jaeger","camp 3 plateau",1999,"no","systematic"
"6068","long tailed jaeger","camp 3 plateau",2000,"no","systematic"
"6069","long tailed jaeger","camp 3 plateau",2001,"no","systematic"
"6070","long tailed jaeger","camp 3 plateau",2002,"no","systematic"
"6071","long tailed jaeger","camp 3 plateau",2003,"no","systematic"
"6072","long tailed jaeger","camp 3 plateau",2004,"no","systematic"
"6073","long tailed jaeger","camp 3 plateau",2005,"no","systematic"
"6074","long tailed jaeger","camp 3 plateau",2006,"no","systematic"
"6075","long tailed jaeger","camp 3 plateau",2007,"no","systematic"
"6076","long tailed jaeger","camp 3 plateau",2008,"no","systematic"
"6077","long tailed jaeger","camp 3 plateau",2009,"no","systematic"
"6078","long tailed jaeger","camp 3 plateau",2010,"no","systematic"
"6079","long tailed jaeger","camp 3 plateau",2011,"no","systematic"
"6080","long tailed jaeger","camp 3 plateau",2012,"no","systematic"
"6081","long tailed jaeger","camp 3 plateau",2013,"no","systematic"
"6082","long tailed jaeger","camp 3 plateau",2014,"no","systematic"
"6083","long tailed jaeger","camp 3 plateau",2015,"no","systematic"
"6084","long tailed jaeger","camp 3 plateau",2016,"no","systematic"
"6085","long tailed jaeger","camp 3 plateau",2017,"no","systematic"
"6086","long tailed jaeger","camp 3 plateau",2018,"no","systematic"
"6087","long tailed jaeger","camp 3 plateau",2019,"no","systematic"
"6088","long tailed jaeger","camp 3 plateau",2021,"no","systematic"
"6089","long tailed jaeger","camp 3 plateau",2022,"no","systematic"
"6090","long tailed jaeger","camp 3 plateau",2023,"no","systematic"
"6091","long tailed jaeger","dufour",1993,"no","systematic"
"6092","long tailed jaeger","dufour",1994,"no","systematic"
"6093","long tailed jaeger","dufour",1995,"no","systematic"
"6094","long tailed jaeger","dufour",1996,"no","systematic"
"6095","long tailed jaeger","dufour",1997,"no","systematic"
"6096","long tailed jaeger","dufour",1998,"no","systematic"
"6097","long tailed jaeger","dufour",1999,"no","systematic"
"6098","long tailed jaeger","dufour",2000,"no","systematic"
"6099","long tailed jaeger","dufour",2001,"no","systematic"
"6100","long tailed jaeger","dufour",2002,"no","systematic"
"6101","long tailed jaeger","dufour",2003,"no","systematic"
"6102","long tailed jaeger","dufour",2004,"no","systematic"
"6103","long tailed jaeger","dufour",2005,"no","systematic"
"6104","long tailed jaeger","dufour",2006,"no","systematic"
"6105","long tailed jaeger","dufour",2007,"no","systematic"
"6106","long tailed jaeger","dufour",2008,"no","systematic"
"6107","long tailed jaeger","dufour",2009,"no","systematic"
"6108","long tailed jaeger","dufour",2010,"no","systematic"
"6109","long tailed jaeger","dufour",2011,"no","systematic"
"6110","long tailed jaeger","dufour",2012,"no","systematic"
"6111","long tailed jaeger","dufour",2013,"no","systematic"
"6112","long tailed jaeger","dufour",2014,"no","systematic"
"6113","long tailed jaeger","dufour",2015,"no","systematic"
"6114","long tailed jaeger","dufour",2016,"no","systematic"
"6115","long tailed jaeger","dufour",2017,"no","systematic"
"6116","long tailed jaeger","dufour",2018,"no","systematic"
"6117","long tailed jaeger","dufour",2019,"no","systematic"
"6118","long tailed jaeger","dufour",2021,"no","systematic"
"6119","long tailed jaeger","dufour",2022,"no","systematic"
"6120","long tailed jaeger","dufour",2023,"no","systematic"
"6121","long tailed jaeger","goose point",1993,"no","systematic"
"6122","long tailed jaeger","goose point",1994,"no","systematic"
"6123","long tailed jaeger","goose point",1995,"no","systematic"
"6124","long tailed jaeger","goose point",1996,"no","systematic"
"6125","long tailed jaeger","goose point",1997,"no","systematic"
"6126","long tailed jaeger","goose point",1998,"no","systematic"
"6127","long tailed jaeger","goose point",1999,"no","systematic"
"6128","long tailed jaeger","goose point",2000,"no","systematic"
"6129","long tailed jaeger","goose point",2001,"no","systematic"
"6130","long tailed jaeger","goose point",2002,"no","systematic"
"6131","long tailed jaeger","goose point",2003,"no","systematic"
"6132","long tailed jaeger","goose point",2004,"no","systematic"
"6133","long tailed jaeger","goose point",2005,"no","systematic"
"6134","long tailed jaeger","goose point",2006,"no","systematic"
"6135","long tailed jaeger","goose point",2007,"no","systematic"
"6136","long tailed jaeger","goose point",2008,"no","systematic"
"6137","long tailed jaeger","goose point",2009,"no","systematic"
"6138","long tailed jaeger","goose point",2010,"no","systematic"
"6139","long tailed jaeger","goose point",2011,"no","systematic"
"6140","long tailed jaeger","goose point",2012,"no","systematic"
"6141","long tailed jaeger","goose point",2013,"no","systematic"
"6142","long tailed jaeger","goose point",2014,"no","systematic"
"6143","long tailed jaeger","goose point",2015,"no","systematic"
"6144","long tailed jaeger","goose point",2016,"no","systematic"
"6145","long tailed jaeger","goose point",2017,"no","systematic"
"6146","long tailed jaeger","goose point",2018,"no","systematic"
"6147","long tailed jaeger","goose point",2019,"no","systematic"
"6148","long tailed jaeger","goose point",2021,"no","systematic"
"6149","long tailed jaeger","goose point",2022,"no","systematic"
"6150","long tailed jaeger","goose point",2023,"no","systematic"
"6151","long tailed jaeger","malaview",1993,"no","systematic"
"6152","long tailed jaeger","malaview",1994,"no","systematic"
"6153","long tailed jaeger","malaview",1995,"no","systematic"
"6154","long tailed jaeger","malaview",1996,"no","systematic"
"6155","long tailed jaeger","malaview",1997,"no","systematic"
"6156","long tailed jaeger","malaview",1998,"no","systematic"
"6157","long tailed jaeger","malaview",1999,"no","systematic"
"6158","long tailed jaeger","malaview",2000,"no","systematic"
"6159","long tailed jaeger","malaview",2001,"no","systematic"
"6160","long tailed jaeger","malaview",2002,"no","systematic"
"6161","long tailed jaeger","malaview",2003,"no","systematic"
"6162","long tailed jaeger","malaview",2004,"no","systematic"
"6163","long tailed jaeger","malaview",2005,"no","systematic"
"6164","long tailed jaeger","malaview",2006,"no","systematic"
"6165","long tailed jaeger","malaview",2007,"no","systematic"
"6166","long tailed jaeger","malaview",2008,"no","systematic"
"6167","long tailed jaeger","malaview",2009,"no","systematic"
"6168","long tailed jaeger","malaview",2010,"no","systematic"
"6169","long tailed jaeger","malaview",2011,"no","systematic"
"6170","long tailed jaeger","malaview",2012,"no","systematic"
"6171","long tailed jaeger","malaview",2013,"no","systematic"
"6172","long tailed jaeger","malaview",2014,"no","systematic"
"6173","long tailed jaeger","malaview",2015,"no","systematic"
"6174","long tailed jaeger","malaview",2016,"no","systematic"
"6175","long tailed jaeger","malaview",2017,"no","systematic"
"6176","long tailed jaeger","malaview",2018,"no","systematic"
"6177","long tailed jaeger","malaview",2019,"no","systematic"
"6178","long tailed jaeger","malaview",2021,"no","systematic"
"6179","long tailed jaeger","malaview",2022,"no","systematic"
"6180","long tailed jaeger","malaview",2023,"no","systematic"
"6181","long tailed jaeger","qarlikturvik valley",1993,"no","systematic"
"6182","long tailed jaeger","qarlikturvik valley",1994,"no","systematic"
"6183","long tailed jaeger","qarlikturvik valley",1995,"no","systematic"
"6184","long tailed jaeger","qarlikturvik valley",1996,"no","systematic"
"6185","long tailed jaeger","qarlikturvik valley",1997,"no","systematic"
"6186","long tailed jaeger","qarlikturvik valley",1998,"no","systematic"
"6187","long tailed jaeger","qarlikturvik valley",1999,"no","systematic"
"6188","long tailed jaeger","qarlikturvik valley",2000,"no","systematic"
"6189","long tailed jaeger","qarlikturvik valley",2001,"no","systematic"
"6190","long tailed jaeger","qarlikturvik valley",2002,"no","systematic"
"6191","long tailed jaeger","qarlikturvik valley",2003,"no","systematic"
"6192","long tailed jaeger","qarlikturvik valley",2004,"no","systematic"
"6193","long tailed jaeger","qarlikturvik valley",2005,"no","systematic"
"6194","long tailed jaeger","qarlikturvik valley",2006,"no","systematic"
"6195","long tailed jaeger","qarlikturvik valley",2007,"no","systematic"
"6196","long tailed jaeger","qarlikturvik valley",2008,"no","systematic"
"6197","long tailed jaeger","qarlikturvik valley",2009,"no","systematic"
"6198","long tailed jaeger","qarlikturvik valley",2010,"no","systematic"
"6199","long tailed jaeger","qarlikturvik valley",2011,"no","systematic"
"6200","long tailed jaeger","qarlikturvik valley",2012,"no","systematic"
"6201","long tailed jaeger","qarlikturvik valley",2013,"no","systematic"
"6202","long tailed jaeger","qarlikturvik valley",2014,"no","systematic"
"6203","long tailed jaeger","qarlikturvik valley",2015,"no","systematic"
"6204","long tailed jaeger","qarlikturvik valley",2016,"no","systematic"
"6205","long tailed jaeger","qarlikturvik valley",2017,"no","systematic"
"6206","long tailed jaeger","qarlikturvik valley",2018,"no","systematic"
"6207","long tailed jaeger","qarlikturvik valley",2019,"no","systematic"
"6208","long tailed jaeger","qarlikturvik valley",2021,"no","systematic"
"6209","long tailed jaeger","qarlikturvik valley",2022,"no","systematic"
"6210","long tailed jaeger","qarlikturvik valley",2023,"no","systematic"
"6211","long tailed jaeger","south plateau",1993,"no","systematic"
"6212","long tailed jaeger","south plateau",1994,"no","systematic"
"6213","long tailed jaeger","south plateau",1995,"no","systematic"
"6214","long tailed jaeger","south plateau",1996,"no","systematic"
"6215","long tailed jaeger","south plateau",1997,"no","systematic"
"6216","long tailed jaeger","south plateau",1998,"no","systematic"
"6217","long tailed jaeger","south plateau",1999,"no","systematic"
"6218","long tailed jaeger","south plateau",2000,"no","systematic"
"6219","long tailed jaeger","south plateau",2001,"no","systematic"
"6220","long tailed jaeger","south plateau",2002,"no","systematic"
"6221","long tailed jaeger","south plateau",2003,"no","systematic"
"6222","long tailed jaeger","south plateau",2004,"no","systematic"
"6223","long tailed jaeger","south plateau",2005,"no","systematic"
"6224","long tailed jaeger","south plateau",2006,"no","systematic"
"6225","long tailed jaeger","south plateau",2007,"no","systematic"
"6226","long tailed jaeger","south plateau",2008,"no","systematic"
"6227","long tailed jaeger","south plateau",2009,"no","systematic"
"6228","long tailed jaeger","south plateau",2010,"no","systematic"
"6229","long tailed jaeger","south plateau",2011,"no","systematic"
"6230","long tailed jaeger","south plateau",2012,"no","systematic"
"6231","long tailed jaeger","south plateau",2013,"no","systematic"
"6232","long tailed jaeger","south plateau",2014,"no","systematic"
"6233","long tailed jaeger","south plateau",2015,"no","systematic"
"6234","long tailed jaeger","south plateau",2016,"no","systematic"
"6235","long tailed jaeger","south plateau",2017,"no","systematic"
"6236","long tailed jaeger","south plateau",2018,"no","systematic"
"6237","long tailed jaeger","south plateau",2019,"no","systematic"
"6238","long tailed jaeger","south plateau",2021,"no","systematic"
"6239","long tailed jaeger","south plateau",2022,"no","systematic"
"6240","long tailed jaeger","south plateau",2023,"no","systematic"
"6241","long tailed jaeger","study area",1993,"no","systematic"
"6242","long tailed jaeger","study area",1994,"no","systematic"
"6243","long tailed jaeger","study area",1995,"no","systematic"
"6244","long tailed jaeger","study area",1996,"no","systematic"
"6245","long tailed jaeger","study area",1997,"no","systematic"
"6246","long tailed jaeger","study area",1998,"no","systematic"
"6247","long tailed jaeger","study area",1999,"no","systematic"
"6248","long tailed jaeger","study area",2000,"no","systematic"
"6249","long tailed jaeger","study area",2001,"no","systematic"
"6250","long tailed jaeger","study area",2002,"no","systematic"
"6251","long tailed jaeger","study area",2003,"no","systematic"
"6252","long tailed jaeger","study area",2004,"no","systematic"
"6253","long tailed jaeger","study area",2005,"no","systematic"
"6254","long tailed jaeger","study area",2006,"no","systematic"
"6255","long tailed jaeger","study area",2007,"no","systematic"
"6256","long tailed jaeger","study area",2008,"no","systematic"
"6257","long tailed jaeger","study area",2009,"no","systematic"
"6258","long tailed jaeger","study area",2010,"no","systematic"
"6259","long tailed jaeger","study area",2011,"no","systematic"
"6260","long tailed jaeger","study area",2012,"no","systematic"
"6261","long tailed jaeger","study area",2013,"no","systematic"
"6262","long tailed jaeger","study area",2014,"no","systematic"
"6263","long tailed jaeger","study area",2015,"no","systematic"
"6264","long tailed jaeger","study area",2016,"no","systematic"
"6265","long tailed jaeger","study area",2017,"no","systematic"
"6266","long tailed jaeger","study area",2018,"no","systematic"
"6267","long tailed jaeger","study area",2019,"no","systematic"
"6268","long tailed jaeger","study area",2021,"no","systematic"
"6269","long tailed jaeger","study area",2022,"no","systematic"
"6270","long tailed jaeger","study area",2023,"no","systematic"
"6271","long tailed jaeger","trapping grids",1993,"no","systematic"
"6272","long tailed jaeger","trapping grids",1994,"no","systematic"
"6273","long tailed jaeger","trapping grids",1995,"no","systematic"
"6274","long tailed jaeger","trapping grids",1996,"no","systematic"
"6275","long tailed jaeger","trapping grids",1997,"no","systematic"
"6276","long tailed jaeger","trapping grids",1998,"no","systematic"
"6277","long tailed jaeger","trapping grids",1999,"no","systematic"
"6278","long tailed jaeger","trapping grids",2000,"no","systematic"
"6279","long tailed jaeger","trapping grids",2001,"no","systematic"
"6280","long tailed jaeger","trapping grids",2002,"no","systematic"
"6281","long tailed jaeger","trapping grids",2003,"no","systematic"
"6282","long tailed jaeger","trapping grids",2004,"no","systematic"
"6283","long tailed jaeger","trapping grids",2005,"no","systematic"
"6284","long tailed jaeger","trapping grids",2006,"no","systematic"
"6285","long tailed jaeger","trapping grids",2007,"no","systematic"
"6286","long tailed jaeger","trapping grids",2008,"no","systematic"
"6287","long tailed jaeger","trapping grids",2009,"no","systematic"
"6288","long tailed jaeger","trapping grids",2010,"no","systematic"
"6289","long tailed jaeger","trapping grids",2011,"no","systematic"
"6290","long tailed jaeger","trapping grids",2012,"no","systematic"
"6291","long tailed jaeger","trapping grids",2013,"no","systematic"
"6292","long tailed jaeger","trapping grids",2014,"no","systematic"
"6293","long tailed jaeger","trapping grids",2015,"no","systematic"
"6294","long tailed jaeger","trapping grids",2016,"no","systematic"
"6295","long tailed jaeger","trapping grids",2017,"no","systematic"
"6296","long tailed jaeger","trapping grids",2018,"no","systematic"
"6297","long tailed jaeger","trapping grids",2019,"no","systematic"
"6298","long tailed jaeger","trapping grids",2021,"no","systematic"
"6299","long tailed jaeger","trapping grids",2022,"no","systematic"
"6300","long tailed jaeger","trapping grids",2023,"no","systematic"
"6301","pacific loon","2x1km plot",1993,"no","systematic"
"6303","pacific loon","2x1km plot",1994,"no","systematic"
"6305","pacific loon","2x1km plot",1995,"no","systematic"
"6307","pacific loon","2x1km plot",1996,"no","systematic"
"6309","pacific loon","2x1km plot",1997,"no","systematic"
"6311","pacific loon","2x1km plot",1998,"no","systematic"
"6313","pacific loon","2x1km plot",1999,"no","systematic"
"6315","pacific loon","2x1km plot",2000,"no","systematic"
"6317","pacific loon","2x1km plot",2001,"no","systematic"
"6319","pacific loon","2x1km plot",2002,"no","systematic"
"6321","pacific loon","2x1km plot",2003,"no","systematic"
"6323","pacific loon","2x1km plot",2004,"no","systematic"
"6325","pacific loon","2x1km plot",2005,"no","systematic"
"6327","pacific loon","2x1km plot",2006,"no","systematic"
"6329","pacific loon","2x1km plot",2007,"no","systematic"
"6331","pacific loon","2x1km plot",2008,"no","systematic"
"6333","pacific loon","2x1km plot",2009,"no","systematic"
"6335","pacific loon","2x1km plot",2010,"no","systematic"
"6337","pacific loon","2x1km plot",2011,"no","systematic"
"6339","pacific loon","2x1km plot",2012,"no","systematic"
"6341","pacific loon","2x1km plot",2013,"no","systematic"
"6343","pacific loon","2x1km plot",2014,"no","systematic"
"6345","pacific loon","2x1km plot",2015,"no","systematic"
"6347","pacific loon","2x1km plot",2016,"no","systematic"
"6349","pacific loon","2x1km plot",2017,"yes","systematic"
"6351","pacific loon","2x1km plot",2018,"yes","systematic"
"6353","pacific loon","2x1km plot",2019,"yes","systematic"
"6355","pacific loon","2x1km plot",2021,"no","systematic"
"6357","pacific loon","2x1km plot",2022,"yes","systematic"
"6359","pacific loon","2x1km plot",2023,"no","systematic"
"6361","pacific loon","4x2km plot",1993,"no","systematic"
"6363","pacific loon","4x2km plot",1994,"no","systematic"
"6365","pacific loon","4x2km plot",1995,"no","systematic"
"6367","pacific loon","4x2km plot",1996,"no","systematic"
"6369","pacific loon","4x2km plot",1997,"no","systematic"
"6371","pacific loon","4x2km plot",1998,"no","systematic"
"6373","pacific loon","4x2km plot",1999,"no","systematic"
"6375","pacific loon","4x2km plot",2000,"no","systematic"
"6377","pacific loon","4x2km plot",2001,"no","systematic"
"6379","pacific loon","4x2km plot",2002,"no","systematic"
"6381","pacific loon","4x2km plot",2003,"no","systematic"
"6383","pacific loon","4x2km plot",2004,"no","systematic"
"6385","pacific loon","4x2km plot",2005,"no","systematic"
"6387","pacific loon","4x2km plot",2006,"no","systematic"
"6389","pacific loon","4x2km plot",2007,"no","systematic"
"6391","pacific loon","4x2km plot",2008,"no","systematic"
"6393","pacific loon","4x2km plot",2009,"no","systematic"
"6395","pacific loon","4x2km plot",2010,"no","systematic"
"6397","pacific loon","4x2km plot",2011,"no","systematic"
"6399","pacific loon","4x2km plot",2012,"no","systematic"
"6401","pacific loon","4x2km plot",2013,"no","systematic"
"6403","pacific loon","4x2km plot",2014,"no","systematic"
"6405","pacific loon","4x2km plot",2015,"no","systematic"
"6407","pacific loon","4x2km plot",2016,"no","systematic"
"6409","pacific loon","4x2km plot",2017,"yes","systematic"
"6411","pacific loon","4x2km plot",2018,"yes","systematic"
"6413","pacific loon","4x2km plot",2019,"yes","systematic"
"6415","pacific loon","4x2km plot",2021,"no","systematic"
"6417","pacific loon","4x2km plot",2022,"yes","systematic"
"6419","pacific loon","4x2km plot",2023,"no","systematic"
"6421","pacific loon","black plateau",1993,"no","systematic"
"6423","pacific loon","black plateau",1994,"no","systematic"
"6425","pacific loon","black plateau",1995,"no","systematic"
"6427","pacific loon","black plateau",1996,"no","systematic"
"6429","pacific loon","black plateau",1997,"no","systematic"
